Time(s),Set Current,Actual Current,Velocity of Vehicle (mph),Speed,Packets Recieved,Packet Errors
17.515282,20.000000,7.045349,18.691041,0.000000,771.000000,0.000000.
17.537368,20.000000,7.050588,18.743384,0.000000,772.000000,0.000000.
17.561670,20.000000,7.058396,18.790528,0.000000,773.000000,0.000000.
17.587225,20.000000,7.063974,18.844111,0.000000,774.000000,0.000000.
17.612337,20.000000,7.071900,18.899184,0.000000,775.000000,0.000000.
17.636157,20.000000,7.079029,18.953556,0.000000,776.000000,0.000000.
17.667524,20.000000,7.086419,19.007103,0.000000,777.000000,0.000000.
17.689482,20.000000,7.093544,19.075311,0.000000,778.000000,0.000000.
17.712141,20.000000,7.103721,19.121952,0.000000,779.000000,0.000000.
17.734324,20.000000,7.108225,19.171212,0.000000,780.000000,0.000000.
17.757499,20.000000,7.115911,19.221306,0.000000,781.000000,0.000000.
17.778059,20.000000,7.122302,19.272743,0.000000,782.000000,0.000000.
17.802629,20.000000,7.129579,19.317210,0.000000,783.000000,0.000000.
17.825788,20.000000,7.135078,19.372389,0.000000,784.000000,0.000000.
17.850541,20.000000,7.143547,19.420226,0.000000,785.000000,0.000000.
17.876186,20.000000,7.149210,19.475458,0.000000,786.000000,0.000000.
17.902003,20.000000,7.157652,19.530405,0.000000,787.000000,0.000000.
17.924062,20.000000,7.164792,19.588717,0.000000,788.000000,0.000000.
17.947530,20.000000,7.173221,19.634880,0.000000,789.000000,0.000000.
17.971918,20.000000,7.178658,19.686812,0.000000,790.000000,0.000000.
18.001222,20.000000,7.186620,19.740023,0.000000,791.000000,0.000000.
18.027085,20.000000,7.193722,19.804952,0.000000,792.000000,0.000000.
18.049147,20.000000,7.203587,19.862679,0.000000,793.000000,0.000000.
18.075537,20.000000,7.210799,19.910645,0.000000,794.000000,0.000000.
18.099494,20.000000,7.217253,19.967882,0.000000,795.000000,0.000000.
18.126678,20.000000,7.225931,20.020549,0.000000,796.000000,0.000000.
18.137745,20.000000,7.232728,20.080987,0.000000,797.000000,0.000000.
18.168955,20.000000,7.241947,20.097817,0.000000,798.000000,0.000000.
18.184633,20.000000,7.241305,20.175556,0.000000,799.000000,0.000000.
18.210898,20.000000,7.257315,20.207832,0.000000,800.000000,0.000000.
18.236654,20.000000,7.256875,20.266216,0.000000,801.000000,0.000000.
18.260172,20.000000,7.268904,20.322467,0.000000,802.000000,0.000000.
18.285665,20.000000,7.275110,20.375410,0.000000,803.000000,0.000000.
18.312753,20.000000,7.283190,20.442644,0.000000,804.000000,0.000000.
18.343463,20.000000,7.293391,20.490983,0.000000,805.000000,0.000000.
18.370500,20.000000,7.298867,20.559353,0.000000,806.000000,0.000000.
18.380677,20.000000,7.310469,20.618481,0.000000,807.000000,0.000000.
18.404175,20.000000,7.317609,20.634453,0.000000,808.000000,0.000000.
18.427965,20.000000,7.317847,20.694978,0.000000,809.000000,0.000000.
18.455088,20.000000,7.330121,20.746003,0.000000,810.000000,0.000000.
18.479165,20.000000,7.335394,20.805352,0.000000,811.000000,0.000000.
18.502926,20.000000,7.345341,20.858518,0.000000,812.000000,0.000000.
18.527224,20.000000,7.352088,20.917492,0.000000,813.000000,0.000000.
18.553061,20.000000,7.361387,20.966443,0.000000,814.000000,0.000000.
18.576869,20.000000,7.367591,21.022890,0.000000,815.000000,0.000000.
18.598874,20.000000,7.376641,21.076085,0.000000,816.000000,0.000000.
18.621495,20.000000,7.383870,21.125334,0.000000,817.000000,0.000000.
18.642924,20.000000,7.391058,21.174642,0.000000,818.000000,0.000000.
18.670987,20.000000,7.398295,21.223570,0.000000,819.000000,0.000000.
18.693801,20.000000,7.405454,21.285331,0.000000,820.000000,0.000000.
18.719347,20.000000,7.415319,21.336411,0.000000,821.000000,0.000000.
18.744399,20.000000,7.421904,21.394580,0.000000,822.000000,0.000000.
18.764612,20.000000,7.431307,21.453910,0.000000,823.000000,0.000000.
18.788253,20.000000,7.439843,21.496099,0.000000,824.000000,0.000000.
18.811849,20.000000,7.445193,21.549322,0.000000,825.000000,0.000000.
18.834987,20.000000,7.454128,21.601374,0.000000,826.000000,0.000000.
18.860452,20.000000,7.461413,21.651257,0.000000,827.000000,0.000000.
18.885211,20.000000,7.468924,21.708293,0.000000,828.000000,0.000000.
18.911350,20.000000,7.477859,21.763855,0.000000,829.000000,0.000000.
18.933147,20.000000,7.485952,21.821530,0.000000,830.000000,0.000000.
18.960823,20.000000,7.494844,21.871230,0.000000,831.000000,0.000000.
18.983390,20.000000,7.501781,21.932332,0.000000,832.000000,0.000000.
19.038311,20.000000,7.511890,21.982850,0.000000,833.000000,0.000000.
19.048411,20.000000,7.518578,22.105785,0.000000,834.000000,0.000000.
19.063726,20.000000,7.541823,22.121749,0.000000,835.000000,0.000000.
19.076426,20.000000,7.536299,22.165274,0.000000,836.000000,0.000000.
19.098466,20.000000,7.547573,22.184305,0.000000,837.000000,0.000000.
19.122760,20.000000,7.547294,22.243384,0.000000,838.000000,0.000000.
19.152836,20.000000,7.559858,22.295243,0.000000,839.000000,0.000000.
19.175362,20.000000,7.566056,22.364973,0.000000,840.000000,0.000000.
19.200951,20.000000,7.578460,22.414077,0.000000,841.000000,0.000000.
19.226808,20.000000,7.584204,22.473421,0.000000,842.000000,0.000000.
19.255139,20.000000,7.594632,22.529359,0.000000,843.000000,0.000000.
19.274863,20.000000,7.602622,22.592972,0.000000,844.000000,0.000000.
19.296463,20.000000,7.613174,22.637222,0.000000,845.000000,0.000000.
19.323155,20.000000,7.618695,22.687051,0.000000,846.000000,0.000000.
19.345241,20.000000,7.627273,22.746984,0.000000,847.000000,0.000000.
19.369744,20.000000,7.636905,22.797280,0.000000,848.000000,0.000000.
19.392672,20.000000,7.644126,22.851711,0.000000,849.000000,0.000000.
19.416492,20.000000,7.653130,22.904226,0.000000,850.000000,0.000000.
19.442721,20.000000,7.661104,22.958110,0.000000,851.000000,0.000000.
19.465155,20.000000,7.669767,23.016992,0.000000,852.000000,0.000000.
19.486170,20.000000,7.679279,23.067742,0.000000,853.000000,0.000000.
19.508977,20.000000,7.686772,23.115005,0.000000,854.000000,0.000000.
19.533503,20.000000,7.694259,23.167680,0.000000,855.000000,0.000000.
19.558711,20.000000,7.702931,23.223758,0.000000,856.000000,0.000000.
19.579750,20.000000,7.711942,23.279552,0.000000,857.000000,0.000000.
19.606223,20.000000,7.720800,23.328575,0.000000,858.000000,0.000000.
19.632040,20.000000,7.728279,23.388343,0.000000,859.000000,0.000000.
19.654147,20.000000,7.738580,23.446043,0.000000,860.000000,0.000000.
19.681384,20.000000,7.747486,23.497158,0.000000,861.000000,0.000000.
19.706775,20.000000,7.755479,23.558866,0.000000,862.000000,0.000000.
19.735568,20.000000,7.766105,23.616191,0.000000,863.000000,0.000000.
19.757246,20.000000,7.774912,23.681440,0.000000,864.000000,0.000000.
19.785551,20.000000,7.786090,23.731308,0.000000,865.000000,0.000000.
19.809107,20.000000,7.793156,23.796523,0.000000,866.000000,0.000000.
19.819772,20.000000,7.804975,23.849233,0.000000,867.000000,0.000000.
19.841295,20.000000,7.812509,23.868667,0.000000,868.000000,0.000000.
19.868621,20.000000,7.814238,23.924667,0.000000,869.000000,0.000000.
19.898316,20.000000,7.825888,23.985162,0.000000,870.000000,0.000000.
19.921339,20.000000,7.835253,24.053550,0.000000,871.000000,0.000000.
19.942806,20.000000,7.847135,24.105084,0.000000,872.000000,0.000000.
19.961993,20.000000,7.854537,24.154586,0.000000,873.000000,0.000000.
19.988100,20.000000,7.862984,24.198946,0.000000,874.000000,0.000000.
20.009459,20.000000,7.869983,24.260020,0.000000,875.000000,0.000000.
20.044327,20.000000,7.881146,24.299949,0.000000,876.000000,0.000000.
20.066010,20.000000,7.886342,24.392216,0.000000,877.000000,0.000000.
20.094918,20.000000,7.905004,24.437442,0.000000,878.000000,0.000000.
20.113740,0.001000,0.001000,24.411563,0.000000,879.000000,0.000000.
20.129350,0.001000,0.001000,24.395992,0.000000,880.000000,0.000000.
20.166683,0.001000,0.001000,24.385664,0.000000,881.000000,0.000000.
20.178542,0.001000,0.001000,24.349618,0.000000,882.000000,0.000000.
20.202535,0.001000,0.001000,24.340520,0.000000,883.000000,0.000000.
20.228125,0.001000,0.001000,24.320121,0.000000,884.000000,0.000000.
20.255932,0.001000,0.001000,24.298069,0.000000,885.000000,0.000000.
20.281983,0.001000,0.001000,24.274200,0.000000,886.000000,0.000000.
20.302241,0.001000,0.001000,24.251489,0.000000,887.000000,0.000000.
20.330143,0.001000,0.001000,24.234459,0.000000,888.000000,0.000000.
20.357116,0.001000,0.001000,24.210643,0.000000,889.000000,0.000000.
20.379789,0.001000,0.001000,24.187452,0.000000,890.000000,0.000000.
20.407895,0.001000,0.001000,24.168115,0.000000,891.000000,0.000000.
20.431789,0.001000,0.001000,24.144162,0.000000,892.000000,0.000000.
20.443925,0.001000,0.001000,24.123470,0.000000,893.000000,0.000000.
20.463665,0.001000,0.001000,24.116316,0.000000,894.000000,0.000000.
20.490496,0.001000,0.001000,24.095328,0.000000,895.000000,0.000000.
20.518105,0.001000,0.001000,24.074024,0.000000,896.000000,0.000000.
20.540336,0.001000,0.001000,24.050062,0.000000,897.000000,0.000000.
20.565448,0.001000,0.001000,24.031276,0.000000,898.000000,0.000000.
20.591999,0.001000,0.001000,24.010046,0.000000,899.000000,0.000000.
20.614528,0.001000,0.001000,23.988357,0.000000,900.000000,0.000000.
20.641742,0.001000,0.001000,23.968891,0.000000,901.000000,0.000000.
20.665215,0.001000,0.001000,23.946322,0.000000,902.000000,0.000000.
20.690969,0.001000,0.001000,23.925914,0.000000,903.000000,0.000000.
20.715984,0.001000,0.001000,23.904740,0.000000,904.000000,0.000000.
20.738473,0.001000,0.001000,23.883495,0.000000,905.000000,0.000000.
20.760895,0.001000,0.001000,23.864760,0.000000,906.000000,0.000000.
20.785281,0.001000,0.001000,23.846060,0.000000,907.000000,0.000000.
20.809778,0.001000,0.001000,23.825479,0.000000,908.000000,0.000000.
20.832354,0.001000,0.001000,23.805269,0.000000,909.000000,0.000000.
20.858162,0.001000,0.001000,23.785311,0.000000,910.000000,0.000000.
20.878749,0.001000,0.001000,23.763645,0.000000,911.000000,0.000000.
20.907291,0.001000,0.001000,23.747389,0.000000,912.000000,0.000000.
20.927867,0.001000,0.001000,23.723767,0.000000,913.000000,0.000000.
20.949753,0.001000,0.001000,23.706621,0.000000,914.000000,0.000000.
20.976025,0.001000,0.001000,23.687812,0.000000,915.000000,0.000000.
21.000729,0.001000,0.001000,23.666330,0.000000,916.000000,0.000000.
21.028894,0.001000,0.001000,23.645670,0.000000,917.000000,0.000000.
21.039624,0.001000,0.001000,23.622391,0.000000,918.000000,0.000000.
21.091662,0.001000,0.001000,23.616315,0.000000,919.000000,0.000000.
21.102370,0.001000,0.001000,23.570065,0.000000,920.000000,0.000000.
21.117741,0.001000,0.001000,23.564196,0.000000,921.000000,0.000000.
21.138561,0.001000,0.001000,23.548080,0.000000,922.000000,0.000000.
21.163965,0.001000,0.001000,23.531777,0.000000,923.000000,0.000000.
21.188689,0.001000,0.001000,23.510543,0.000000,924.000000,0.000000.
21.212425,0.001000,0.001000,23.490631,0.000000,925.000000,0.000000.
21.237873,0.001000,0.001000,23.470883,0.000000,926.000000,0.000000.
21.260019,0.001000,0.001000,23.450088,0.000000,927.000000,0.000000.
21.284543,0.001000,0.001000,23.432006,0.000000,928.000000,0.000000.
21.309352,0.001000,0.001000,23.411006,0.000000,929.000000,0.000000.
21.333726,0.001000,0.001000,23.391477,0.000000,930.000000,0.000000.
21.355684,0.001000,0.001000,23.371017,0.000000,931.000000,0.000000.
21.378237,0.001000,0.001000,23.353628,0.000000,932.000000,0.000000.
21.400970,0.001000,0.001000,23.335090,0.000000,933.000000,0.000000.
21.424894,0.001000,0.001000,23.316041,0.000000,934.000000,0.000000.
21.453374,0.001000,0.001000,23.297029,0.000000,935.000000,0.000000.
21.478533,0.001000,0.001000,23.273666,0.000000,936.000000,0.000000.
21.503427,0.001000,0.001000,23.253384,0.000000,937.000000,0.000000.
21.527109,0.001000,0.001000,23.232907,0.000000,938.000000,0.000000.
21.548718,0.001000,0.001000,23.213906,0.000000,939.000000,0.000000.
21.576175,0.001000,0.001000,23.195712,0.000000,940.000000,0.000000.
21.601640,0.001000,0.001000,23.173882,0.000000,941.000000,0.000000.
21.625494,0.001000,0.001000,23.153064,0.000000,942.000000,0.000000.
21.651122,0.001000,0.001000,23.134111,0.000000,943.000000,0.000000.
21.678506,0.001000,0.001000,23.112964,0.000000,944.000000,0.000000.
21.690915,0.001000,0.001000,23.091216,0.000000,945.000000,0.000000.
21.726680,0.001000,0.001000,23.083704,0.000000,946.000000,0.000000.
21.739684,0.001000,0.001000,23.051616,0.000000,947.000000,0.000000.
21.764301,0.001000,0.001000,23.041912,0.000000,948.000000,0.000000.
21.788623,0.001000,0.001000,23.021832,0.000000,949.000000,0.000000.
21.811246,0.001000,0.001000,23.002690,0.000000,950.000000,0.000000.
21.833867,0.001000,0.001000,22.984512,0.000000,951.000000,0.000000.
21.862196,0.001000,0.001000,22.965820,0.000000,952.000000,0.000000.
21.882432,0.001000,0.001000,22.943577,0.000000,953.000000,0.000000.
21.908653,0.001000,0.001000,22.927172,0.000000,954.000000,0.000000.
21.931077,0.001000,0.001000,22.906477,0.000000,955.000000,0.000000.
21.953866,0.001000,0.001000,22.888382,0.000000,956.000000,0.000000.
21.981080,0.001000,0.001000,22.870229,0.000000,957.000000,0.000000.
22.005682,0.001000,0.001000,22.848017,0.000000,958.000000,0.000000.
22.028847,0.001000,0.001000,22.829144,0.000000,959.000000,0.000000.
22.050374,0.001000,0.001000,22.810578,0.000000,960.000000,0.000000.
22.081000,0.001000,0.001000,22.795675,0.000000,961.000000,0.000000.
22.111166,0.001000,0.001000,22.768534,0.000000,962.000000,0.000000.
22.131465,0.001000,0.001000,22.745235,0.000000,963.000000,0.000000.
22.146019,0.001000,0.001000,22.728856,0.000000,964.000000,0.000000.
22.183787,0.001000,0.001000,22.720032,0.000000,965.000000,0.000000.
22.197515,0.001000,0.001000,22.686675,0.000000,966.000000,0.000000.
22.221063,0.001000,0.001000,22.676854,0.000000,967.000000,0.000000.
22.242919,0.001000,0.001000,22.658356,0.000000,968.000000,0.000000.
22.267169,0.001000,0.001000,22.641203,0.000000,969.000000,0.000000.
22.291032,0.001000,0.001000,22.621629,0.000000,970.000000,0.000000.
22.318507,0.001000,0.001000,22.602973,0.000000,971.000000,0.000000.
22.341931,0.001000,0.001000,22.581121,0.000000,972.000000,0.000000.
22.363414,0.001000,0.001000,22.563213,0.000000,973.000000,0.000000.
22.392496,0.001000,0.001000,22.546078,0.000000,974.000000,0.000000.
22.416857,0.001000,0.001000,22.523448,0.000000,975.000000,0.000000.
22.441225,0.001000,0.001000,22.502780,0.000000,976.000000,0.000000.
22.463876,0.001000,0.001000,22.485358,0.000000,977.000000,0.000000.
22.488279,0.001000,0.001000,22.467330,0.000000,978.000000,0.000000.
22.515489,0.001000,0.001000,22.448453,0.000000,979.000000,0.000000.
22.539375,0.001000,0.001000,22.427038,0.000000,980.000000,0.000000.
22.561439,0.001000,0.001000,22.408831,0.000000,981.000000,0.000000.
22.584755,0.001000,0.001000,22.391531,0.000000,982.000000,0.000000.
22.608789,0.001000,0.001000,22.372876,0.000000,983.000000,0.000000.
22.630679,0.001000,0.001000,22.353260,0.000000,984.000000,0.000000.
22.655030,0.001000,0.001000,22.337722,0.000000,985.000000,0.000000.
22.677884,0.001000,0.001000,22.318627,0.000000,986.000000,0.000000.
22.700907,0.001000,0.001000,22.301177,0.000000,987.000000,0.000000.
22.725708,0.001000,0.001000,22.282857,0.000000,988.000000,0.000000.
22.748239,0.001000,0.001000,22.264175,0.000000,989.000000,0.000000.
22.774113,0.001000,0.001000,22.246537,0.000000,990.000000,0.000000.
22.798821,0.001000,0.001000,22.226406,0.000000,991.000000,0.000000.
22.824426,0.001000,0.001000,22.207256,0.000000,992.000000,0.000000.
22.850197,0.001000,0.001000,22.187852,0.000000,993.000000,0.000000.
22.872099,0.001000,0.001000,22.167508,0.000000,994.000000,0.000000.
22.894264,0.001000,0.001000,22.151343,0.000000,995.000000,0.000000.
22.915132,0.001000,0.001000,22.134139,0.000000,996.000000,0.000000.
22.939092,0.001000,0.001000,22.117779,0.000000,997.000000,0.000000.
22.962239,0.001000,0.001000,22.099030,0.000000,998.000000,0.000000.
22.998714,0.001000,0.001000,22.081677,0.000000,999.000000,0.000000.
23.011138,0.001000,0.001000,22.052802,0.000000,1000.000000,0.000000.
23.097337,0.001000,0.001000,22.046882,0.000000,1001.000000,0.000000.
23.108642,0.001000,0.001000,21.977745,0.000000,1002.000000,0.000000.
23.191154,0.001000,0.001000,21.972482,0.000000,1003.000000,0.000000.
23.203347,0.001000,0.001000,21.906640,0.000000,1004.000000,0.000000.
23.289547,0.001000,0.001000,21.900318,0.000000,1005.000000,0.000000.
23.303749,0.001000,0.001000,21.831378,0.000000,1006.000000,0.000000.
23.315090,0.001000,0.001000,21.824265,0.000000,1007.000000,0.000000.
23.326018,0.001000,0.001000,21.814896,0.000000,1008.000000,0.000000.
23.336711,0.001000,0.001000,21.806725,0.000000,1009.000000,0.000000.
23.348750,0.001000,0.001000,21.795872,0.000000,1010.000000,0.000000.
23.369138,0.001000,0.001000,21.789818,0.000000,1011.000000,0.000000.
23.381467,0.001000,0.001000,21.771075,0.000000,1012.000000,0.000000.
23.400986,0.001000,0.001000,21.764984,0.000000,1013.000000,0.000000.
23.423475,0.001000,0.001000,21.744579,0.000000,1014.000000,0.000000.
23.432007,0.001000,0.001000,21.733898,0.000000,1015.000000,0.000000.
23.442107,0.001000,0.001000,21.726745,0.000000,1016.000000,0.000000.
23.455205,0.001000,0.001000,21.716960,0.000000,1017.000000,0.000000.
23.474867,0.001000,0.001000,21.710132,0.000000,1018.000000,0.000000.
23.485984,0.001000,0.001000,21.692465,0.000000,1019.000000,0.000000.
23.572107,0.001000,0.001000,21.687016,0.000000,1020.000000,0.000000.
23.582416,0.001000,0.001000,21.621730,0.000000,1021.000000,0.000000.
23.595845,0.001000,0.001000,21.611547,0.000000,1022.000000,0.000000.
23.603147,0.001000,0.001000,21.604616,0.000000,1023.000000,0.000000.
23.619804,0.001000,0.001000,21.598375,0.000000,1024.000000,0.000000.
23.631709,0.001000,0.001000,21.583403,0.000000,1025.000000,0.000000.
23.643999,0.001000,0.001000,21.577812,0.000000,1026.000000,0.000000.
23.657662,0.001000,0.001000,21.565978,0.000000,1027.000000,0.000000.
23.761275,0.001000,0.001000,21.557951,0.000000,1028.000000,0.000000.
23.776002,0.001000,0.001000,21.478302,0.000000,1029.000000,0.000000.
23.785084,0.001000,0.001000,21.470415,0.000000,1030.000000,0.000000.
23.795832,0.001000,0.001000,21.460923,0.000000,1031.000000,0.000000.
23.816692,0.001000,0.001000,21.455720,0.000000,1032.000000,0.000000.
23.829896,0.001000,0.001000,21.436686,0.000000,1033.000000,0.000000.
23.854431,0.001000,0.001000,21.430461,0.000000,1034.000000,0.000000.
23.865712,0.001000,0.001000,21.409336,0.000000,1035.000000,0.000000.
23.878909,0.001000,0.001000,21.403858,0.000000,1036.000000,0.000000.
23.909248,0.001000,0.001000,21.391188,0.000000,1037.000000,0.000000.
23.929514,0.001000,0.001000,21.369544,0.000000,1038.000000,0.000000.
23.953338,0.001000,0.001000,21.354641,0.000000,1039.000000,0.000000.
23.977535,0.001000,0.001000,21.336760,0.000000,1040.000000,0.000000.
24.000428,0.001000,0.001000,21.319263,0.000000,1041.000000,0.000000.
24.024714,0.001000,0.001000,21.302065,0.000000,1042.000000,0.000000.
24.049746,0.001000,0.001000,21.284372,0.000000,1043.000000,0.000000.
24.073725,0.001000,0.001000,21.265650,0.000000,1044.000000,0.000000.
24.105671,0.001000,0.001000,21.248165,0.000000,1045.000000,0.000000.
24.115763,0.001000,0.001000,21.224714,0.000000,1046.000000,0.000000.
24.138786,0.001000,0.001000,21.219910,0.000000,1047.000000,0.000000.
24.162144,0.001000,0.001000,21.200152,0.000000,1048.000000,0.000000.
24.188899,0.001000,0.001000,21.183725,0.000000,1049.000000,0.000000.
24.215660,0.001000,0.001000,21.161024,0.000000,1050.000000,0.000000.
24.241273,0.001000,0.001000,21.144215,0.000000,1051.000000,0.000000.
24.264035,0.001000,0.001000,21.126025,0.000000,1052.000000,0.000000.
24.290786,0.001000,0.001000,21.109167,0.000000,1053.000000,0.000000.
24.314752,0.001000,0.001000,21.089454,0.000000,1054.000000,0.000000.
24.338204,0.001000,0.001000,21.072276,0.000000,1055.000000,0.000000.
24.361642,0.001000,0.001000,21.055313,0.000000,1056.000000,0.000000.
24.387757,0.001000,0.001000,21.038415,0.000000,1057.000000,0.000000.
24.412501,0.001000,0.001000,21.019488,0.000000,1058.000000,0.000000.
24.439440,0.001000,0.001000,21.001671,0.000000,1059.000000,0.000000.
24.465787,0.001000,0.001000,20.981674,0.000000,1060.000000,0.000000.
24.476289,0.001000,0.001000,20.962815,0.000000,1061.000000,0.000000.
24.498987,0.001000,0.001000,20.957612,0.000000,1062.000000,0.000000.
24.521274,0.001000,0.001000,20.936933,0.000000,1063.000000,0.000000.
24.548629,0.001000,0.001000,20.922656,0.000000,1064.000000,0.000000.
24.571750,0.001000,0.001000,20.903116,0.000000,1065.000000,0.000000.
24.644205,0.001000,0.001000,20.886254,0.000000,1066.000000,0.000000.
24.655397,0.001000,0.001000,20.834594,0.000000,1067.000000,0.000000.
24.674747,0.001000,0.001000,20.828571,0.000000,1068.000000,0.000000.
24.691820,0.001000,0.001000,20.811706,0.000000,1069.000000,0.000000.
24.702953,0.001000,0.001000,20.802471,0.000000,1070.000000,0.000000.
24.715816,0.001000,0.001000,20.791704,0.000000,1071.000000,0.000000.
24.737526,0.001000,0.001000,20.785237,0.000000,1072.000000,0.000000.
24.763470,0.001000,0.001000,20.766740,0.000000,1073.000000,0.000000.
24.790765,0.001000,0.001000,20.748739,0.000000,1074.000000,0.000000.
24.817723,0.001000,0.001000,20.729422,0.000000,1075.000000,0.000000.
24.840965,0.001000,0.001000,20.709092,0.000000,1076.000000,0.000000.
24.866621,0.001000,0.001000,20.693567,0.000000,1077.000000,0.000000.
25.883603,0.001000,0.000000,20.675102,0.000000,1077.000000,1.000000.
26.897678,0.001000,0.000000,19.950866,0.000000,1077.000000,2.000000.
27.910711,0.001000,0.000000,19.255266,0.000000,1077.000000,3.000000.
28.923359,0.001000,0.000000,18.585648,0.000000,1077.000000,4.000000.
29.935522,0.001000,0.000000,17.939026,0.000000,1077.000000,5.000000.
30.422805,0.001000,0.001000,17.314316,0.000000,1078.000000,5.000000.
30.450968,0.001000,0.001000,17.023548,0.000000,1079.000000,5.000000.
30.461674,0.001000,0.001000,17.006407,0.000000,1080.000000,5.000000.
30.480919,0.001000,0.001000,17.000415,0.000000,1081.000000,5.000000.
30.504249,0.001000,0.001000,16.988620,0.000000,1082.000000,5.000000.
30.528787,0.001000,0.001000,16.974793,0.000000,1083.000000,5.000000.
30.550045,0.001000,0.001000,16.960068,0.000000,1084.000000,5.000000.
30.575438,0.001000,0.001000,16.948212,0.000000,1085.000000,5.000000.
30.597481,0.001000,0.001000,16.933784,0.000000,1086.000000,5.000000.
30.621878,0.001000,0.001000,16.920592,0.000000,1087.000000,5.000000.
30.646160,0.001000,0.001000,16.906543,0.000000,1088.000000,5.000000.
30.672665,0.001000,0.001000,16.892222,0.000000,1089.000000,5.000000.
30.693728,0.001000,0.001000,16.876941,0.000000,1090.000000,5.000000.
30.718483,0.001000,0.001000,16.864527,0.000000,1091.000000,5.000000.
30.741056,0.001000,0.001000,16.849900,0.000000,1092.000000,5.000000.
30.765338,0.001000,0.001000,16.836910,0.000000,1093.000000,5.000000.
30.789897,0.001000,0.001000,16.822667,0.000000,1094.000000,5.000000.
30.817160,0.001000,0.001000,16.808337,0.000000,1095.000000,5.000000.
30.839548,0.001000,0.001000,16.792325,0.000000,1096.000000,5.000000.
30.861052,0.001000,0.001000,16.779471,0.000000,1097.000000,5.000000.
**Microcontroller Awake! Current Speed: 16.556526 MPH **


30.889531,0.001000,0.000000,16.767015,16.556526,1097.000000,5.000000.
30.899686,0.001000,0.001000,16.750439,16.556526,1098.000000,5.000000.
30.915372,0.001000,0.001000,16.746151,16.556526,1099.000000,5.000000.
30.943132,0.001000,0.001000,16.734892,16.556526,1100.000000,5.000000.
30.961431,0.001000,0.001000,16.719432,16.556526,1101.000000,5.000000.
30.986875,0.001000,0.001000,16.708875,16.556526,1102.000000,5.000000.
31.012711,0.001000,0.001000,16.693891,16.556526,1103.000000,5.000000.
31.036183,0.001000,0.001000,16.679123,16.556526,1104.000000,5.000000.
31.059803,0.001000,0.001000,16.665106,16.556526,1105.000000,5.000000.
31.083515,0.001000,0.001000,16.651541,16.556526,1106.000000,5.000000.
31.106078,0.001000,0.001000,16.636729,16.556526,1107.000000,5.000000.
31.130361,0.001000,0.001000,16.625153,16.556526,1108.000000,5.000000.
31.154053,0.001000,0.001000,16.611073,16.556526,1109.000000,5.000000.
31.180724,0.001000,0.001000,16.597604,16.556526,1110.000000,5.000000.
31.206086,0.001000,0.001000,16.582247,16.556526,1111.000000,5.000000.
31.235064,0.001000,0.001000,16.569454,16.556526,1112.000000,5.000000.
31.246018,0.001000,0.001000,16.550603,16.556526,1113.000000,5.000000.
31.268310,0.001000,0.001000,16.546509,16.556526,1114.000000,5.000000.
31.293005,0.001000,0.001000,16.530728,16.556526,1115.000000,5.000000.
31.323838,0.001000,0.001000,16.517947,16.556526,1116.000000,5.000000.
31.342402,0.001000,0.001000,16.500104,16.556526,1117.000000,5.000000.
31.367509,0.001000,0.001000,16.489412,16.556526,1118.000000,5.000000.
31.390519,0.001000,0.001000,16.474871,16.556526,1119.000000,5.000000.
31.416114,0.001000,0.001000,16.461725,16.556526,1120.000000,5.000000.
31.443867,0.001000,0.001000,16.447258,16.556526,1121.000000,5.000000.
31.470022,0.001000,0.001000,16.431579,16.556526,1122.000000,5.000000.
31.497046,0.001000,0.001000,16.416577,16.556526,1123.000000,5.000000.
31.507063,0.001000,0.001000,16.401060,16.556526,1124.000000,5.000000.
31.530884,0.001000,0.001000,16.397038,16.556526,1125.000000,5.000000.
31.563192,0.001000,0.001000,16.381089,16.556526,1126.000000,5.000000.
31.592655,0.001000,0.001000,16.363599,16.556526,1127.000000,5.000000.
31.604344,0.001000,0.001000,16.346517,16.556526,1128.000000,5.000000.
31.625023,0.001000,0.001000,16.339804,16.556526,1129.000000,5.000000.
31.663549,0.001000,0.001000,16.328184,16.556526,1130.000000,5.000000.
31.675088,0.001000,0.001000,16.306470,16.556526,1131.000000,5.000000.
31.699947,0.001000,0.001000,16.299869,16.556526,1132.000000,5.000000.
31.726246,0.001000,0.001000,16.285624,16.556526,1133.000000,5.000000.
31.749617,0.001000,0.001000,16.271041,16.556526,1134.000000,5.000000.
31.772844,0.001000,0.001000,16.257573,16.556526,1135.000000,5.000000.
31.797829,0.001000,0.001000,16.243241,16.556526,1136.000000,5.000000.
31.821554,0.001000,0.001000,16.229942,16.556526,1137.000000,5.000000.
31.846633,0.001000,0.001000,16.216486,16.556526,1138.000000,5.000000.
31.869704,0.001000,0.001000,16.202449,16.556526,1139.000000,5.000000.
31.897131,0.001000,0.001000,16.189631,16.556526,1140.000000,5.000000.
31.939476,0.001000,0.001000,16.174266,16.556526,1141.000000,5.000000.
31.949422,0.001000,0.001000,16.150480,16.556526,1142.000000,5.000000.
31.971002,0.001000,0.001000,16.146682,16.556526,1143.000000,5.000000.
31.994066,0.001000,0.001000,16.132338,16.556526,1144.000000,5.000000.
32.019372,0.001000,0.001000,16.119791,16.556526,1145.000000,5.000000.
32.042175,0.001000,0.001000,16.105506,16.556526,1146.000000,5.000000.
