Time(s),Torque1(A),Torque2(A),Steering_Angle(Degrees)
155.593400,12.50000000,3.95687819,2109.000000
155.695068,13.00000000,4.11515331,2109.000000
155.797571,13.50000000,4.27342844,2109.000000
155.900012,14.00000000,4.43170357,2109.000000
155.999975,14.50000000,4.58997869,2109.000000
156.099089,15.00000000,4.74825382,2109.000000
156.200355,15.50000000,4.90652895,2109.000000
156.300280,16.00000000,5.06480408,2109.000000
156.399811,0.00000000,0.00000000,2109.000000
156.500357,0.00000000,0.00000000,2109.000000
156.599774,0.50000000,0.15827513,2109.000000
156.700292,1.00000000,0.31655025,2109.000000
156.799234,1.50000000,0.47482538,2109.000000
156.898737,2.00000000,0.63310051,2109.000000
157.001124,2.50000000,0.79137564,2109.000000
157.102638,3.00000000,0.94965076,2109.000000
157.203907,3.50000000,1.10792589,2109.000000
157.303734,4.00000000,1.26620102,2109.000000
157.406577,4.50000000,1.42447615,2109.000000
157.493373,5.00000000,1.58275127,2109.000000
157.597503,5.50000000,1.74102640,2109.000000
157.697760,6.00000000,1.89930153,2109.000000
157.796981,6.50000000,2.05757666,2109.000000
157.898118,7.00000000,2.21585178,2109.000000
157.999818,7.50000000,2.37412691,2109.000000
158.100745,8.00000000,2.53240204,2109.000000
158.200004,8.50000000,2.69067717,2109.000000
158.299549,9.00000000,2.84895229,2109.000000
158.398761,9.50000000,3.00722742,2109.000000
158.497503,10.00000000,3.16550255,2109.000000
158.596553,10.50000000,3.32377768,2109.000000
158.698582,11.00000000,3.48205280,2109.000000
158.797828,11.50000000,3.64032793,2109.000000
158.897336,12.00000000,3.79860306,2109.000000
158.996819,12.50000000,3.95687819,2109.000000
159.096745,13.00000000,4.11515331,2109.000000
159.196800,0.00000000,0.00000000,2109.000000
159.297955,0.00000000,0.00000000,2109.000000
159.398455,0.50000000,0.15827513,2109.000000
159.498586,1.00000000,0.31655025,2109.000000
159.599313,1.50000000,0.47482538,2109.000000
159.700290,2.00000000,0.63310051,2109.000000
159.800179,2.50000000,0.79137564,2109.000000
159.901021,3.00000000,0.94965076,2109.000000
160.001150,3.50000000,1.10792589,2109.000000
160.099929,4.00000000,1.26620102,2109.000000
160.198975,4.50000000,1.42447615,2109.000000
160.298511,5.00000000,1.58275127,2109.000000
160.398572,5.50000000,1.74910140,2112.000000
160.499500,6.00000000,1.90811062,2112.000000
160.601807,6.50000000,2.06711984,2112.000000
160.702851,7.00000000,2.22612906,2112.000000
160.802713,7.50000000,2.39246964,2114.000000
160.903306,8.00000000,2.55196762,2114.000000
161.004459,8.50000000,2.71146560,2114.000000
161.104639,9.00000000,2.87096357,2114.000000
161.190414,9.50000000,3.03046155,2114.000000
161.293334,10.00000000,3.18995953,2114.000000
161.394769,10.50000000,3.34945750,2114.000000
161.496588,11.00000000,3.50895548,2114.000000
161.598429,11.50000000,3.66845345,2114.000000
161.698524,12.00000000,3.82795143,2114.000000
161.800730,12.50000000,3.98744941,2114.000000
161.900357,13.00000000,4.14694738,2114.000000
161.999280,13.50000000,4.30644512,2114.000000
162.099390,14.00000000,4.46594334,2114.000000
162.198932,14.50000000,4.62544155,2114.000000
162.298648,15.00000000,4.78493929,2114.000000
162.399101,15.50000000,4.94443703,2114.000000
162.502683,16.00000000,5.10393524,2114.000000
162.601745,16.50000000,5.26343346,2114.000000
162.705149,17.00000000,5.42293119,2114.000000
162.792929,0.00000000,0.00000000,2114.000000
162.893880,0.00000000,0.00000000,2114.000000
162.994803,0.50000000,0.15949798,2114.000000
163.096483,1.00000000,0.31899595,2114.000000
163.196684,1.50000000,0.47849393,2114.000000
163.299509,2.00000000,0.63799191,2114.000000
163.398505,2.50000000,0.79748988,2114.000000
163.499096,3.00000000,0.95698786,2114.000000
163.598841,3.50000000,1.11648583,2114.000000
163.701445,4.00000000,1.27598381,2114.000000
163.804526,4.50000000,1.43548179,2114.000000
163.905921,5.00000000,1.59497976,2114.000000
164.006185,5.50000000,1.75447774,2114.000000
164.107602,6.00000000,1.91397572,2114.000000
164.192980,6.50000000,2.07347369,2114.000000
164.294549,7.00000000,2.23297167,2114.000000
164.394733,7.50000000,2.38146901,2111.000000
164.496521,8.00000000,2.54023361,2111.000000
164.596817,8.50000000,2.69899821,2111.000000
164.697897,9.00000000,2.85776281,2111.000000
164.798919,9.50000000,3.01652741,2111.000000
164.901631,10.00000000,3.17529202,2111.000000
165.003882,10.50000000,3.33405662,2111.000000
165.105158,11.00000000,3.49282122,2111.000000
165.208255,11.50000000,3.65158582,2111.000000
165.293939,12.00000000,3.81035042,2111.000000
165.395514,12.50000000,3.96911502,2111.000000
165.494718,13.00000000,4.12787962,2111.000000
165.594982,0.00000000,0.00000000,2111.000000
165.697259,0.00000000,0.00000000,2111.000000
165.799393,0.50000000,0.15876460,2111.000000
165.899754,1.00000000,0.31752920,2111.000000
166.002078,1.50000000,0.47629380,2111.000000
166.102441,2.00000000,0.63505840,2111.000000
166.203712,2.50000000,0.80115318,2117.000000
166.306784,3.00000000,0.97161341,2124.000000
166.391974,3.50000000,1.09590626,2102.000000
166.492070,4.00000000,1.25442696,2103.000000
166.591114,4.50000000,1.42227030,2108.000000
166.692282,5.00000000,1.94904804,2264.000000
166.792285,5.50000000,2.60411501,2455.000000
166.893130,6.00000000,2.35253048,2269.000000
166.992000,2.58706474,6.50000000,1941.000000
167.092015,3.48697996,7.00000000,1618.000000
167.193932,4.00109959,7.50000000,1504.000000
167.294078,3.55111980,8.00000000,1793.000000
167.393449,8.50000000,3.29397130,2259.000000
167.493433,9.00000000,4.16229916,2429.000000
167.592805,9.50000000,4.39353800,2429.000000
167.693909,10.00000000,3.08683395,2093.000000
167.796350,5.08399487,10.50000000,1663.000000
167.896059,5.78643942,11.00000000,1528.000000
167.996272,5.30793953,11.50000000,1736.000000
168.097129,12.00000000,4.52899361,2237.000000
168.198767,12.50000000,5.59355021,2394.000000
168.299160,13.00000000,5.94569588,2417.000000
168.399726,13.50000000,4.05349159,2076.000000
168.501734,6.75261974,14.00000000,1669.000000
168.604590,7.02075481,14.50000000,1663.000000
168.706856,7.26284981,15.00000000,1663.000000
168.807406,7.27910995,15.50000000,1710.000000
168.892748,7.80159950,16.00000000,1652.000000
168.992048,8.16816044,16.50000000,1628.000000
169.090544,8.41567993,17.00000000,1628.000000
169.192178,8.66320038,17.50000000,1628.000000
169.291212,8.91071987,18.00000000,1628.000000
169.393790,9.15824032,18.50000000,1628.000000
169.495810,9.40575981,19.00000000,1628.000000
169.597149,9.65328026,19.50000000,1628.000000
169.699617,9.90079975,20.00000000,1628.000000
169.799552,10.14832020,20.50000000,1628.000000
169.899406,10.27215004,21.00000000,1647.000000
170.001119,10.58337402,21.50000000,1637.000000
170.103509,10.80903912,22.00000000,1640.000000
170.205778,11.05469894,22.50000000,1640.000000
170.290348,11.30035877,23.00000000,1640.000000
170.393815,11.54601860,23.50000000,1640.000000
170.494949,11.79167938,24.00000000,1640.000000
170.595977,12.03733921,24.50000000,1640.000000
170.696054,12.28299904,25.00000000,1640.000000
170.804214,12.28299904,25.00000000,1640.000000
170.903256,12.28299904,25.00000000,1640.000000
170.990754,12.21324921,25.00000000,1649.000000
171.090961,12.19774914,25.00000000,1651.000000
171.191229,12.19774914,25.00000000,1651.000000
171.294112,12.19774914,25.00000000,1651.000000
171.393330,12.19774914,25.00000000,1651.000000
171.493661,12.19774914,25.00000000,1651.000000
171.592866,12.19774914,25.00000000,1651.000000
171.693050,12.19774914,25.00000000,1651.000000
171.793217,12.22099972,25.00000000,1648.000000
171.892656,12.22099972,25.00000000,1648.000000
171.992648,12.22099972,25.00000000,1648.000000
172.092357,12.24425030,25.00000000,1645.000000
172.193171,12.23649979,25.00000000,1646.000000
172.294540,12.23649979,25.00000000,1646.000000
172.393835,12.23649979,25.00000000,1646.000000
172.492238,12.24425030,25.00000000,1645.000000
172.592416,12.24425030,25.00000000,1645.000000
172.693120,12.25199986,25.00000000,1644.000000
172.792660,12.25199986,25.00000000,1644.000000
172.892288,12.22874928,25.00000000,1647.000000
172.992051,12.22874928,25.00000000,1647.000000
173.093792,12.22874928,25.00000000,1647.000000
173.192874,0.00000000,0.00000000,1647.000000
173.292100,0.00000000,0.00000000,1647.000000
173.395132,0.24457499,0.50000000,1647.000000
173.494843,0.48914999,1.00000000,1647.000000
173.594984,0.73372495,1.50000000,1647.000000
173.694550,0.97829998,2.00000000,1647.000000
173.795111,1.22287500,2.50000000,1647.000000
173.895001,1.46744990,3.00000000,1647.000000
173.994775,1.71202493,3.50000000,1647.000000
174.094379,1.95659995,4.00000000,1647.000000
174.193925,2.20117497,4.50000000,1647.000000
174.294705,2.44575000,5.00000000,1647.000000
174.394371,2.69032502,5.50000000,1647.000000
174.494206,2.93489981,6.00000000,1647.000000
174.596769,3.17947483,6.50000000,1647.000000
174.696643,3.42404985,7.00000000,1647.000000
174.796841,3.66862488,7.50000000,1647.000000
174.896318,3.91319990,8.00000000,1647.000000
174.998868,4.15777493,8.50000000,1647.000000
175.098872,4.40234995,9.00000000,1647.000000
175.198332,4.64692497,9.50000000,1647.000000
175.297873,4.89150000,10.00000000,1647.000000
175.397110,5.13607502,10.50000000,1647.000000
175.496751,5.38065004,11.00000000,1647.000000
175.596958,5.62522507,11.50000000,1647.000000
175.697215,5.86607981,12.00000000,1648.000000
175.797457,6.12212515,12.50000000,1645.000000
175.897661,6.39521933,13.00000000,1638.000000
175.997126,6.64118958,13.50000000,1638.000000
176.098309,6.88715935,14.00000000,1638.000000
176.198575,7.13312960,14.50000000,1638.000000
176.299656,7.37909937,15.00000000,1638.000000
176.398188,7.62026453,15.50000000,1639.000000
176.498458,7.86607933,16.00000000,1639.000000
176.603434,7.92775488,16.50000000,1675.000000
176.706668,8.16798973,17.00000000,1675.000000
176.791455,8.40822506,17.50000000,1675.000000
176.890650,8.64846039,18.00000000,1675.000000
176.991236,8.88869476,18.50000000,1675.000000
177.091336,9.12893009,19.00000000,1675.000000
177.190879,9.36916542,19.50000000,1675.000000
177.291637,9.60939980,20.00000000,1675.000000
177.394088,9.84963512,20.50000000,1675.000000
177.494766,10.08987045,21.00000000,1675.000000
177.595023,10.33010483,21.50000000,1675.000000
177.695537,10.57034016,22.00000000,1675.000000
177.794339,10.81057549,22.50000000,1675.000000
177.894884,11.05080986,23.00000000,1675.000000
177.996263,11.29104519,23.50000000,1675.000000
178.096003,11.53128052,24.00000000,1675.000000
178.195712,11.77151489,24.50000000,1675.000000
178.296001,12.01175022,25.00000000,1675.000000
178.395875,0.00000000,0.00000000,1675.000000
178.496844,0.00000000,0.00000000,1675.000000
178.597559,0.00000000,0.00000000,1675.000000
178.695966,0.00000000,0.00000000,1675.000000
178.803300,0.00000000,0.00000000,1675.000000
178.905882,0.00000000,0.00000000,1675.000000
178.989849,0.00000000,0.00000000,1675.000000
179.090082,0.00000000,0.00000000,1675.000000
179.189924,0.00000000,0.00000000,1675.000000
179.289064,0.00000000,0.00000000,1675.000000
179.389474,0.00000000,0.00000000,1675.000000
179.490508,0.00000000,0.00000000,1675.000000
179.589551,0.00000000,0.00000000,1675.000000
179.688844,0.00000000,0.00000000,1675.000000
179.788540,0.00000000,0.00000000,1675.000000
179.888448,0.00000000,0.00000000,1675.000000
179.988397,0.00000000,0.00000000,1675.000000
180.088721,0.00000000,0.00000000,1675.000000
180.189160,0.00000000,0.00000000,1675.000000
180.288065,0.00000000,0.00000000,1675.000000
180.389044,0.00000000,0.00000000,1675.000000
180.488504,0.00000000,0.00000000,1675.000000
180.588445,0.00000000,0.00000000,1675.000000
180.707563,0.00000000,0.00000000,1675.000000
180.803705,0.00000000,0.00000000,1675.000000
180.902382,0.00000000,0.00000000,1675.000000
181.001594,0.00000000,0.00000000,1675.000000
181.102470,0.00000000,0.00000000,1675.000000
181.202807,0.00000000,0.00000000,1675.000000
181.302661,0.00000000,0.00000000,1675.000000
181.402595,0.00000000,0.00000000,1675.000000
181.506435,0.00000000,0.00000000,1675.000000
181.590748,0.00000000,0.00000000,1675.000000
181.690501,0.00000000,0.00000000,1675.000000
181.790660,0.00000000,0.00000000,1675.000000
181.890480,0.00000000,0.00000000,1675.000000
181.991069,0.00000000,0.00000000,1675.000000
182.091026,0.00000000,0.00000000,1675.000000
182.190881,0.00000000,0.00000000,1675.000000
182.291281,0.00000000,0.00000000,1675.000000
182.390918,0.00000000,0.00000000,1675.000000
182.489064,0.00000000,0.00000000,1675.000000
182.589482,0.00000000,0.00000000,1675.000000
182.688450,0.00000000,0.00000000,1675.000000
182.788186,0.00000000,0.00000000,1675.000000
182.887433,0.00000000,0.00000000,1675.000000
182.988303,0.00000000,0.00000000,1675.000000
183.088939,0.00000000,0.00000000,1675.000000
183.188401,0.00000000,0.00000000,1675.000000
183.288950,0.00000000,0.00000000,1675.000000
183.388141,0.00000000,0.00000000,1675.000000
183.488074,0.00000000,0.00000000,1675.000000
183.588189,0.00000000,0.00000000,1675.000000
183.688647,0.00000000,0.00000000,1675.000000
183.788696,0.00000000,0.00000000,1675.000000
183.891093,0.00000000,0.00000000,1675.000000
183.993869,0.00000000,0.00000000,1675.000000
184.094397,0.00000000,0.00000000,1675.000000
184.197638,0.00000000,0.00000000,1675.000000
184.299258,0.00000000,0.00000000,1675.000000
184.399958,0.00000000,0.00000000,1675.000000
184.502632,0.00000000,0.00000000,1675.000000
184.603720,0.00000000,0.00000000,1675.000000
184.706284,0.00000000,0.00000000,1675.000000
184.805231,0.00000000,0.00000000,1675.000000
184.891412,0.00000000,0.00000000,1675.000000
184.991217,0.00000000,0.00000000,1675.000000
185.091877,0.00000000,0.00000000,1675.000000
185.192383,0.00000000,0.00000000,1675.000000
185.292516,0.00000000,0.00000000,1675.000000
185.393800,0.00000000,0.00000000,1675.000000
185.492909,0.00000000,0.00000000,1675.000000
