Time(s),StartByte(2),PayloadSize(#ofBytes),Command,Payload2,Payload3,Payload4,Payload5,CRCByte1,CRCByte2,EndByte(3)
104.266156,2,5,6,0,0,0,0,205,133,3,
104.378024,2,5,6,0,0,0,0,205,133,3,
104.474808,2,5,6,0,0,0,0,205,133,3,
104.564865,2,5,6,0,0,0,0,205,133,3,
104.657238,2,5,6,0,0,0,0,205,133,3,
104.769077,2,5,6,0,0,0,0,205,133,3,
104.861152,2,5,6,0,0,0,0,205,133,3,
104.974692,2,5,6,0,0,0,0,205,133,3,
105.064822,2,5,6,0,0,0,0,205,133,3,
105.175317,2,5,6,0,0,0,0,205,133,3,
105.265866,2,5,6,0,0,0,0,205,133,3,
105.358026,2,5,6,0,0,0,0,205,133,3,
105.471192,2,5,6,0,0,0,0,205,133,3,
105.561042,2,5,6,0,0,0,0,205,133,3,
105.674115,2,5,6,0,0,0,0,205,133,3,
105.767412,2,5,6,0,0,0,0,205,133,3,
105.859064,2,5,6,0,0,0,0,205,133,3,
105.971096,2,5,6,0,0,0,0,205,133,3,
106.062496,2,5,6,0,0,0,0,205,133,3,
106.173324,2,5,6,0,0,0,0,205,133,3,
106.263214,2,5,6,0,0,0,0,205,133,3,
106.374347,2,5,6,0,0,0,0,205,133,3,
106.464625,2,5,6,0,0,0,0,205,133,3,
106.558612,2,5,6,0,0,0,0,205,133,3,
106.669042,2,5,6,0,0,0,0,205,133,3,
106.761219,2,5,6,0,0,0,0,205,133,3,
106.872529,2,5,6,0,0,0,0,205,133,3,
106.963697,2,5,6,0,0,0,0,205,133,3,
107.076375,2,5,6,0,0,0,0,205,133,3,
107.167127,2,5,6,0,0,0,0,205,133,3,
107.258067,2,5,6,0,0,0,0,205,133,3,
107.371300,2,5,6,0,0,0,0,205,133,3,
107.464256,2,5,6,0,0,0,0,205,133,3,
107.573708,2,5,6,0,0,0,0,205,133,3,
107.665385,2,5,6,0,0,0,0,205,133,3,
107.757451,2,5,6,0,0,0,0,205,133,3,
107.867855,2,5,6,0,0,0,0,205,133,3,
107.959413,2,5,6,0,0,0,0,205,133,3,
108.069378,2,5,6,0,0,0,0,205,133,3,
108.162557,2,5,6,0,0,0,0,205,133,3,
108.274835,2,5,6,0,0,0,0,205,133,3,
108.365935,2,5,6,0,0,0,0,205,133,3,
108.458918,2,5,6,0,0,0,0,205,133,3,
108.567023,2,5,6,0,0,0,0,205,133,3,
108.659485,2,5,6,0,0,0,0,205,133,3,
108.772503,2,5,6,0,0,0,0,205,133,3,
108.868064,2,5,6,0,0,0,0,205,133,3,
108.959043,2,5,6,0,0,0,0,205,133,3,
109.070007,2,5,6,0,0,0,0,205,133,3,
109.159115,2,5,6,0,0,0,0,205,133,3,
109.271713,2,5,6,0,0,0,0,205,133,3,
109.364657,2,5,6,0,0,0,0,205,133,3,
109.476318,2,5,6,0,0,0,0,205,133,3,
109.569588,2,5,6,0,0,0,0,205,133,3,
109.661449,2,5,6,0,0,0,0,205,133,3,
109.771487,2,5,6,0,0,0,0,205,133,3,
109.865099,2,5,6,0,0,0,0,205,133,3,
109.976345,2,5,6,0,0,0,0,205,133,3,
110.068375,2,5,6,0,0,0,0,205,133,3,
110.160768,2,5,6,0,0,0,0,205,133,3,
110.272499,2,5,6,0,0,0,0,205,133,3,
110.366629,2,5,6,0,0,0,0,205,133,3,
110.459874,2,5,6,0,0,0,0,205,133,3,
110.571081,2,5,6,0,0,0,0,205,133,3,
110.662775,2,5,6,0,0,0,0,205,133,3,
110.773598,2,5,6,0,0,0,0,205,133,3,
110.862751,2,5,6,0,0,0,0,205,133,3,
110.972781,2,5,6,0,0,0,0,205,133,3,
111.064793,2,5,6,0,0,0,0,205,133,3,
111.174968,2,5,6,0,0,0,0,205,133,3,
111.265001,2,5,6,0,0,0,0,205,133,3,
111.358088,2,5,6,0,0,0,0,205,133,3,
111.468152,2,5,6,0,0,0,0,205,133,3,
111.557157,2,5,6,0,0,0,0,205,133,3,
111.668341,2,5,6,0,0,0,0,205,133,3,
111.759381,2,5,6,0,0,0,0,205,133,3,
111.868368,2,5,6,0,0,0,0,205,133,3,
111.959759,2,5,6,0,0,0,0,205,133,3,
112.071484,2,5,6,0,0,0,0,205,133,3,
112.160589,2,5,6,0,0,0,0,205,133,3,
112.270647,2,5,6,0,0,0,0,205,133,3,
112.361705,2,5,6,0,0,0,0,205,133,3,
112.473776,2,5,6,0,0,0,0,205,133,3,
112.565928,2,5,6,0,0,0,0,205,133,3,
112.659004,2,5,6,0,0,0,0,205,133,3,
112.770057,2,5,6,0,0,0,0,205,133,3,
112.860608,2,5,6,0,0,0,0,205,133,3,
112.971157,2,5,6,0,0,0,0,205,133,3,
113.062718,2,5,6,0,0,0,0,205,133,3,
113.172406,2,5,6,0,0,0,0,205,133,3,
113.262494,2,5,6,0,0,0,0,205,133,3,
113.373451,2,5,6,0,0,0,0,205,133,3,
113.463516,2,5,6,0,0,0,0,205,133,3,
113.572356,2,5,6,0,0,0,0,205,133,3,
113.672609,2,5,6,0,0,0,0,205,133,3,
113.762714,2,5,6,0,0,0,0,205,133,3,
113.874758,2,5,6,0,0,0,0,205,133,3,
113.966855,2,5,6,0,0,0,0,205,133,3,
114.057416,2,5,6,0,0,0,0,205,133,3,
114.168037,2,5,6,0,0,0,0,205,133,3,
114.258233,2,5,6,0,0,0,0,205,133,3,
114.372043,2,5,6,0,0,0,0,205,133,3,
114.461245,2,5,6,0,0,0,0,205,133,3,
114.572147,2,5,6,0,0,0,0,205,133,3,
114.663887,2,5,6,0,0,0,0,205,133,3,
114.758175,2,5,6,0,0,0,0,205,133,3,
114.867481,2,5,6,0,0,0,0,205,133,3,
114.959605,2,5,6,0,0,0,0,205,133,3,
115.071414,2,5,6,0,0,0,0,205,133,3,
115.164363,2,5,6,0,0,0,0,205,133,3,
115.275505,2,5,6,0,0,0,0,205,133,3,
115.367603,2,5,6,0,0,0,0,205,133,3,
115.462454,2,5,6,0,0,0,0,205,133,3,
115.572636,2,5,6,0,0,0,0,205,133,3,
115.665105,2,5,6,0,0,0,0,205,133,3,
115.775108,2,5,6,0,0,0,0,205,133,3,
115.869216,2,5,6,0,0,0,0,205,133,3,
115.963752,2,5,6,0,0,0,0,205,133,3,
116.076101,2,5,6,0,0,0,0,205,133,3,
116.166747,2,5,6,0,0,0,0,205,133,3,
116.258222,2,5,6,0,0,0,0,205,133,3,
116.367881,2,5,6,0,0,0,0,205,133,3,
116.461605,2,5,6,0,0,0,0,205,133,3,
116.571582,2,5,6,0,0,0,0,205,133,3,
116.664215,2,5,6,0,0,0,0,205,133,3,
116.775663,2,5,6,0,0,0,0,205,133,3,
116.867847,2,5,6,0,0,0,0,205,133,3,
116.960487,2,5,6,0,0,0,0,205,133,3,
117.073567,2,5,6,0,0,0,0,205,133,3,
117.164976,2,5,6,0,0,0,0,205,133,3,
117.257065,2,5,6,0,0,0,0,205,133,3,
117.369448,2,5,6,0,0,0,0,205,133,3,
117.461864,2,5,6,0,0,0,0,205,133,3,
117.576234,2,5,6,0,0,0,0,205,133,3,
117.665653,2,5,6,0,0,0,0,205,133,3,
117.760242,2,5,6,0,0,0,0,205,133,3,
117.871888,2,5,6,0,0,0,0,205,133,3,
117.963473,2,5,6,0,0,0,0,205,133,3,
118.060224,2,5,6,0,0,0,0,205,133,3,
118.173066,2,5,6,0,0,0,0,205,133,3,
118.267504,2,5,6,0,0,0,0,205,133,3,
118.358010,2,5,6,0,0,0,0,205,133,3,
118.469886,2,5,6,0,0,0,0,205,133,3,
118.560552,2,5,6,0,0,0,0,205,133,3,
118.672690,2,5,6,0,0,0,0,205,133,3,
118.766398,2,5,6,0,0,0,0,205,133,3,
118.858804,2,5,6,0,0,0,0,205,133,3,
118.968275,2,5,6,0,0,0,0,205,133,3,
119.060175,2,5,6,0,0,0,0,205,133,3,
119.171179,2,5,6,0,0,0,0,205,133,3,
119.262238,2,5,6,0,0,0,0,205,133,3,
119.375258,2,5,6,0,0,0,0,205,133,3,
119.467856,2,5,6,0,0,0,0,205,133,3,
119.557390,2,5,6,0,0,0,0,205,133,3,
119.670354,2,5,6,0,0,0,0,205,133,3,
119.759921,2,5,6,0,0,0,0,205,133,3,
119.875000,2,5,6,0,0,0,0,205,133,3,
119.967488,2,5,6,0,0,0,0,205,133,3,
120.057112,2,5,6,0,0,0,0,205,133,3,
120.165548,2,5,6,0,0,0,0,205,133,3,
120.257996,2,5,6,0,0,0,0,205,133,3,
120.371973,2,5,6,0,0,0,0,205,133,3,
120.462081,2,5,6,0,0,0,0,205,133,3,
120.558030,2,5,6,0,0,0,0,205,133,3,
120.670709,2,5,6,0,0,0,0,205,133,3,
120.762419,2,5,6,0,0,0,0,205,133,3,
120.875311,2,5,6,0,0,0,0,205,133,3,
120.969526,2,5,6,0,0,0,0,205,133,3,
121.061409,2,5,6,0,0,0,0,205,133,3,
121.177235,2,5,6,0,0,0,0,205,133,3,
121.268546,2,5,6,0,0,0,0,205,133,3,
121.362107,2,5,6,0,0,0,0,205,133,3,
121.473600,2,5,6,0,0,0,0,205,133,3,
121.563070,2,5,6,0,0,0,0,205,133,3,
121.676069,2,5,6,0,0,0,0,205,133,3,
121.767348,2,5,6,0,0,0,0,205,133,3,
121.860002,2,5,6,0,0,0,0,205,133,3,
